geneid	cell_type	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
TC2N	Tfh	3.6299160011098624e-6	-0.25014225933596546	0.436	0.51	0.07067809445761013
ENSMMUG00000012203	Tfh	3.634665548412544e-6	-0.35713862643243055	0.345	0.417	0.07077057289314065
RPL37A	Tfh	3.6587892875507758e-6	-0.11996189029602888	0.885	0.923	0.07124028621790116
LAG3	Tfh	3.677326291072045e-6	-0.8035074303662628	0.038	0.071	0.07160122021346378
RTRAF	Tfh	3.852557807705802e-6	-0.45085850293583796	0.15	0.207	0.07501315307383967
SKP1	Tfh	3.952077358146171e-6	-0.24846041013717102	0.436	0.508	0.0769508982404641
RCAN3	Tfh	4.026448062968549e-6	0.6668015662676829	0.139	0.094	0.07839897023406063
TOP1MT	Tfh	4.0612058436438885e-6	0.9910244929047207	0.069	0.037	0.07907573898159015
GAB1	Tfh	4.077885321495558e-6	3.9762055513221193	0.016	0.002	0.07940050509484002
CALM3	Tfh	4.096998692105259e-6	-0.44487283932319377	0.159	0.215	0.07977266153398149
HAUS1	Tfh	4.120719104834634e-6	0.8998687900854516	0.101	0.063	0.08023452169023516
LTBP1	Tfh	4.1588771041783945e-6	0.8117695742989175	0.162	0.115	0.08097749609545751
THEMIS	Tfh	4.204885900731036e-6	0.25732864750897777	0.701	0.662	0.081873333373134
CPD	Tfh	4.227199272611493e-6	-0.45757952340606733	0.06	0.1	0.08230779703701839
NR4A1	Tfh	4.3110164842073934e-6	-1.908328044628826	0.008	0.026	0.08393980196400216
RAD21	Tfh	4.318371348652966e-6	-0.3204273965779886	0.248	0.316	0.08408300852962189
TMEM244	Tfh	4.345561124833861e-6	-2.765238385696135	0.003	0.016	0.08461242066164011
LMF1	Tfh	4.3967055265167914e-6	0.649677347731979	0.133	0.089	0.08560825330680845
TP53BP2	Tfh	4.44117715249206e-6	-0.5772245922570735	0.094	0.141	0.0864741603361729
ENSMMUG00000006463	Tfh	4.472379093291109e-6	-0.41317988094038943	0.136	0.191	0.08708169332547118
S100A10	Tfh	4.480738191299203e-6	-0.39369729989133656	0.178	0.236	0.08724445332278678
RPL5	Tfh	4.4809485232137755e-6	-0.15285218778742538	0.773	0.82	0.08724854869549542
CFAP92	Tfh	4.529994180974758e-6	0.4052427982691635	0.216	0.161	0.08820351669775951
TPT1	Tfh	4.5397389191905224e-6	-0.12829520872814149	0.895	0.917	0.08839325649555867
ENSMMUG00000063348	Tfh	4.6683870693526694e-6	-2.104307539404582	0.004	0.018	0.09089816462736583
NR4A3	Tfh	4.721824506930161e-6	-0.862986982823295	0.013	0.034	0.09193864497443716
ZNF652	Tfh	4.75395956575702e-6	0.7397764696727345	0.138	0.095	0.09256434670485493
ISG15	Tfh	4.771296954915277e-6	0.8388907998136539	0.07	0.038	0.09290192300915535
TMEM155	Tfh	4.892504576468831e-6	-3.8238746768190373	0.001	0.012	0.09526195660842461
JAZF1	Tfh	4.89412565746881e-6	0.32567729665945655	0.495	0.437	0.0952935206765752
ENSMMUG00000028941	Tfh	5.046216654705988e-6	-2.722246603673944	0.002	0.014	0.0982548844837803
ENSMMUG00000054038	NK	5.5622506702233764e-14	1.1690734062724477	0.933	0.822	1.0830258279991936e-9
ENSMMUG00000028695	NK	6.094999926660871e-9	-7.878466993730198	0	0.129	1.1867574357201381e-4
ENSMMUG00000060590	NK	9.675530557140782e-8	-9.627879788194928	0	0.109	0.0018839225547808817
SLC24A3	NK	1.0606000707399481e-7	-0.8052626953295299	0.736	0.891	0.002065094397737753
KLRB1	NK	1.0719134255796953e-7	-0.914867357522902	0.563	0.802	0.002087122630946225
C11H12orf57	NK	2.401115816643418e-7	-1.1669070606736305	0.406	0.653	0.0046752126065864
IFI6	NK	3.4807584912204014e-7	2.518823126347128	0.346	0.079	0.006777384858255244
NFKBIA	NK	4.0639616067841244e-7	-1.1622730050136456	0.429	0.663	0.00791293964456937
ADORA2B	NK	2.3182916373544934e-6	-6.2693432767065564	0.035	0.178	0.04513945647092934
ADORA2B	GC B cells	4.3163439210177884e-60	-10.931721801715138	0.005	0.313	8.404353248613736e-56
ENSMMUG00000060590	GC B cells	2.7589914780801737e-57	-10.828570271443112	0.001	0.291	5.372032306969906e-53
ENSMMUG00000062894	GC B cells	1.6651071539116355e-42	-9.743247994998685	0	0.217	3.2421301393813453e-38
ENSMMUG00000058325	GC B cells	7.04684077810073e-39	1.5153975846207879	0.729	0.45	1.3720903679039933e-34
ENSMMUG00000028695	GC B cells	4.5179164617099454e-38	-9.445974283162801	0	0.195	8.796835142595435e-34
RBPMS	GC B cells	2.345657148201322e-37	-8.47942431022161	0.001	0.195	4.567229033262794e-33
ENSMMUG00000063637	GC B cells	2.1650313781078398e-33	1.471425560977626	0.715	0.516	4.215532596313775e-29
RPS12	GC B cells	2.523232032735592e-30	-0.6489937321950814	0.948	0.986	4.912985090939471e-26
BMT2	GC B cells	7.396927018108001e-29	-4.126294557143355	0.201	0.442	1.440255659695809e-24
RPL23A	GC B cells	1.6811111200429723e-27	-0.5602420243446753	0.953	0.98	3.2732914618356715e-23
ENSMMUG00000052293	GC B cells	9.280422745575621e-27	1.5623486011151613	0.554	0.303	1.8069911127910293e-22
TMTC2	GC B cells	3.410975802213099e-26	-2.6127981296444114	0.115	0.345	6.641510984489125e-22
CCSER1	GC B cells	2.106000214709758e-25	-1.3371127799901357	0.213	0.492	4.10059301806137e-21
ENSMMUG00000058919	GC B cells	8.068497707118442e-24	-1.4786693115494485	0.2	0.45	1.571017188553032e-19
RPLP1	GC B cells	1.8433869454030377e-20	-0.4049941764720213	0.972	0.998	3.589258721394255e-16
GCN1	GC B cells	3.310506103856727e-19	-0.5074099035435338	0.897	0.958	6.445886434819433e-15
RPL28	GC B cells	1.866628644361526e-18	-0.41836437971744145	0.933	0.982	3.6345126334363275e-14
RPL17	GC B cells	5.170654914726288e-18	-0.47390180003137106	0.934	0.982	1.0067782184463556e-13
RPL12	GC B cells	9.366575477412525e-18	-0.6026095798894584	0.805	0.918	1.8237659112069927e-13
UBA52	GC B cells	1.2296275098414279e-17	-0.4482109733499926	0.875	0.944	2.394207724412244e-13
RPS18	GC B cells	1.5231971464212547e-17	-0.39527886216998986	0.97	0.992	2.965817163796825e-13
ENSMMUG00000058755	GC B cells	7.328873938462183e-17	-0.4237889147218419	0.933	0.982	1.4270050445579716e-12
ENSMMUG00000002676	GC B cells	3.3198149523414397e-16	-0.3637956001675602	0.963	0.986	6.4640116937040176e-12
MEGF11	GC B cells	4.3144906626808317e-16	-1.8414326588523482	0.106	0.279	8.400744769305848e-12
ENSMMUG00000064692	GC B cells	5.617996657116341e-16	-0.9964717214822553	0.429	0.6	1.0938801291071228e-11
RPL23	GC B cells	6.167455973206325e-16	-0.34691183659538805	0.963	0.994	1.2008653525430035e-11
TEX11	GC B cells	7.945697491659705e-16	-6.855486410901637	0	0.08	1.547106758601061e-11
RPL6	GC B cells	2.0542937245282014e-15	-0.43637466790880897	0.904	0.956	3.999915311028861e-11
FAU	GC B cells	4.138858632061867e-15	-0.3462574617891585	0.942	0.988	8.058771642487661e-11
CPA6	GC B cells	5.069723704777676e-15	-1.0012017612022106	0.17	0.365	9.871259025572613e-11
RPL26	GC B cells	7.207878457174299e-15	-0.4177765845619974	0.885	0.952	1.4034460143964077e-10
PABPC1	GC B cells	7.471963048657064e-15	-0.4027544028053276	0.923	0.97	1.4548659252040169e-10
RPLP2	GC B cells	2.3217294772041342e-14	-0.38815082133730483	0.916	0.966	4.5206394650641696e-10
RPS16	GC B cells	2.970672340206682e-14	-0.3661498102999001	0.935	0.974	5.784196113616431e-10
RPL37A	GC B cells	2.997722243618298e-14	-0.3997709399165599	0.919	0.964	5.836864980549187e-10
RPS24	GC B cells	4.5091783926686e-14	-0.4640369092738297	0.833	0.918	8.779821248365032e-10
GPHN	GC B cells	4.6896043019226244e-14	0.9493293295000456	0.615	0.438	9.131128536273542e-10
RPS8	GC B cells	5.593720851730328e-14	-0.35688501800871375	0.968	0.99	1.0891533870404122e-9
ENSMMUG00000054038	GC B cells	6.653846123772561e-14	0.7443486633286465	0.776	0.689	1.2955703787597553e-9
PRKCH	GC B cells	1.5182610397869199e-13	-0.775239757438444	0.2	0.4	2.9562060705691116e-9
ABCC4	GC B cells	1.721207693920649e-13	-2.6385127542158817	0.09	0.229	3.3513635008328954e-9
ENSMMUG00000028672	GC B cells	3.4288699037818806e-13	-4.958554607936634	0.001	0.07	6.6763525896537e-9
S100A13	GC B cells	5.422482227668708e-13	-1.2901343357898982	0.073	0.211	1.055811514549374e-8
ENSMMUG00000047256	GC B cells	5.486944920931389e-13	1.2028701861349043	0.494	0.323	1.0683630455545507e-8
RPS13	GC B cells	1.376811873600548e-12	-0.34950219869488874	0.929	0.98	2.680790399087627e-8
RPL19	GC B cells	1.4545331409535262e-12	-0.34193597190486136	0.913	0.97	2.8321214787506107e-8
ENSMMUG00000059742	GC B cells	2.1517109965252805e-12	-1.0842481402570938	0.176	0.343	4.1895964813343736e-8
C11H12orf57	GC B cells	2.179680237882077e-12	-0.7068415330737206	0.481	0.663	4.244055391180192e-8
RPS7	GC B cells	5.0315425261072956e-12	-0.3169885860273616	0.953	0.984	9.796916452583515e-8
MYRIP	GC B cells	1.3396440578207336e-11	1.7073403959028601	0.227	0.084	2.6084209449827504e-7
RPL9	GC B cells	1.3691108084223714e-11	-0.3998794247970596	0.868	0.942	2.665795655079199e-7
FAT2	GC B cells	1.6742057533528794e-11	-2.3937660599797295	0.016	0.1	3.2598460223533913e-7
RPL31	GC B cells	2.6649595828083776e-11	-0.6057672225860194	0.522	0.683	5.188942803686192e-7
RPL13	GC B cells	2.8458612427790856e-11	-0.29526378027242384	0.961	0.992	5.541176425815157e-7
RPS27A	GC B cells	2.876784104989027e-11	-0.24821029143137796	0.984	0.994	5.601386330824134e-7
CCNY	GC B cells	3.484360729161172e-11	0.8476483624534752	0.667	0.536	6.784398775749719e-7
ENSMMUG00000006463	GC B cells	3.523110875998646e-11	-0.8940395309233764	0.257	0.418	6.859849186656963e-7
RPL24	GC B cells	3.572139100424357e-11	-0.39540412981340234	0.849	0.92	6.955312042436265e-7
XYLT1	GC B cells	4.91672205608845e-11	0.5483362350747205	0.884	0.847	9.573349515409821e-7
PIP4K2A	GC B cells	7.177352986413201e-11	0.5679729708974945	0.859	0.803	1.3975023999845145e-6
RPL35A	GC B cells	7.319103080923556e-11	-0.3422604756031742	0.904	0.952	1.4251025608866255e-6
ENSMMUG00000013429	GC B cells	9.073262448322411e-11	-0.30393213811217823	0.986	0.994	1.7666549313128568e-6
RPL10	GC B cells	1.0999087514114651e-10	-0.28251990912118874	0.968	0.986	2.1416323298732637e-6
CFAP299	GC B cells	1.6250008316112047e-10	-1.4117657228847094	0.062	0.175	3.164039119230177e-6
RPL8	GC B cells	1.809704507804958e-10	-0.28625439437217004	0.925	0.97	3.5236756471470336e-6
RPS11	GC B cells	2.3468443119520634e-10	-0.2607502992210895	0.963	0.994	4.569540559801863e-6
RPS9	GC B cells	2.630430492400541e-10	-0.36347911514173736	0.911	0.958	5.121711211753094e-6
RPS4X	GC B cells	4.920222318288634e-10	-0.32446603964724563	0.882	0.934	9.580164875939798e-6
EEF2	GC B cells	5.16737813575556e-10	-0.43867452871992163	0.667	0.809	1.006140196812965e-5
RPL15	GC B cells	5.392192684992578e-10	-0.3289752357724347	0.839	0.92	1.0499138376949048e-5
TMSB4X	GC B cells	5.955963368538797e-10	-0.22943531650584426	0.986	0.996	1.159685627488189e-5
ELOA	GC B cells	7.724758056069045e-10	-0.2898801703175127	0.897	0.952	1.5040876410972037e-5
PRDX6	GC B cells	8.674461511886936e-10	-0.7033315888637999	0.389	0.548	1.6890044009795055e-5
RPS20	GC B cells	9.228010277035572e-10	-0.2343800641812317	0.986	0.988	1.7967858810415963e-5
RPL10A	GC B cells	9.948212729180138e-10	-0.2992496597762906	0.88	0.962	1.9370165004986646e-5
ENSMMUG00000003412	GC B cells	1.406770384387317e-9	-0.30187259724269566	0.943	0.966	2.739122615440545e-5
RACK1	GC B cells	1.4888409316236406e-9	-0.32048885919095005	0.852	0.926	2.8989221779643905e-5
RPL32	GC B cells	1.4913030554485359e-9	-0.4297448315409893	0.728	0.823	2.9037161792638443e-5
RPL13A	GC B cells	2.346054275161592e-9	-0.2974789586483375	0.959	0.99	4.568002279167136e-5
RPL7A	GC B cells	4.397746355295608e-9	-0.38089329429397667	0.841	0.918	8.562851928396078e-5
BORCS5	GC B cells	4.434826571129834e-9	-0.5957691005141437	0.47	0.622	8.6350508166469e-5
RAB11FIP1	GC B cells	5.549150706361533e-9	-0.5068032042870156	0.544	0.695	1.0804751340356542e-4
TFEC	GC B cells	6.056730955933595e-9	-1.7613514346227166	0.067	0.167	1.1793060844298303e-4
ND4	GC B cells	6.597944982275107e-9	0.29928013875423254	0.986	0.809	1.284685867498786e-4
RPS27A	GC B cells	6.6080270736636685e-9	-0.517858342785553	0.458	0.629	1.2866489515130528e-4
AFF3	GC B cells	7.320030359183625e-9	0.4031545642522607	0.925	0.93	1.4252831112366435e-4
ENSMMUG00000055690	GC B cells	8.1577674799841e-9	-0.16236672737165048	0.995	0.998	1.588398906027704e-4
CACYBP	GC B cells	8.893056651748914e-9	-0.6083987856687003	0.322	0.48	1.731567060662031e-4
RPS23	GC B cells	1.0770446441910292e-8	-0.2641606031650281	0.958	0.988	2.0971136267043528e-4
ATP5IF1	GC B cells	1.24052877894849e-8	-0.63741166335208	0.487	0.625	2.415433585490605e-4
DUSP1	GC B cells	1.2436003413740897e-8	-0.5144842458868695	0.391	0.57	2.42141422468949e-4
CPEB1	GC B cells	1.49493541988424e-8	-0.3452984133960415	0.87	0.926	2.910788756056604e-4
TIPARP	GC B cells	1.9831773286813385e-8	-1.009132258442484	0.141	0.267	3.861444576675434e-4
RAB6B	GC B cells	2.1774920406517425e-8	-1.4728546341029407	0.077	0.177	4.2397947523530077e-4
RPL22	GC B cells	2.2637504392477677e-8	-0.30327038712130516	0.849	0.922	4.4077484802593285e-4
HS2ST1	GC B cells	2.2927742770195934e-8	0.5788627349210498	0.723	0.661	4.4642607947848503e-4
CNN3	GC B cells	2.8349025391939406e-8	-0.8720760846735693	0.158	0.287	5.519838734064521e-4
KIAA1549L	GC B cells	3.12059717792949e-8	-0.46210693339047404	0.229	0.378	6.07611476514651e-4
MOB3B	GC B cells	3.657921718409451e-8	-0.7089130107278133	0.3	0.45	7.122339377915042e-4
RPL3	GC B cells	3.824431796801448e-8	-0.3201410644518097	0.877	0.928	7.446551151552099e-4
RPL36	GC B cells	3.9541948527325305e-8	-0.43446480805030707	0.711	0.811	7.69921279775551e-4
ENSMMUG00000001210	GC B cells	4.750416849436323e-8	-0.6765033631541222	0.268	0.408	9.249536647537465e-4
MAMU-A	GC B cells	4.806443509695369e-8	-0.3204760696790445	0.765	0.867	9.358626157727853e-4
FAM155A	GC B cells	5.0175090369737233e-8	-2.176938230016674	0.049	0.133	9.769591845891538e-4
ENSMMUG00000019371	GC B cells	6.395162200115209e-8	0.8976579232456376	0.449	0.337	0.0012452020319844324
SSBP2	GC B cells	6.424028646128762e-8	0.4312329130740449	0.887	0.871	0.0012508226176877312
RAPGEF5	GC B cells	7.332292429230468e-8	0.5722046437779462	0.768	0.709	0.0014276706588954645
NUDT3	GC B cells	7.793438642290437e-8	-0.26909247540235315	0.957	0.972	0.0015174604380403711
HPGDS	GC B cells	8.19339649576896e-8	-0.6437863249267368	0.285	0.436	0.0015953362316911742
PARD3	GC B cells	8.974176352447297e-8	1.9990318249471093	0.171	0.072	0.0017473618775850131
BEX1	GC B cells	1.0372459044044046e-7	-0.9044938050958019	0.191	0.317	0.0020196215004658164
TAF1C	GC B cells	1.1986342825400412e-7	-1.0087237657082162	0.056	0.143	0.002333860811533714
DENND5B	GC B cells	1.344331760877781e-7	0.5992170992895822	0.8	0.769	0.0026175483716051277
ITGA8	GC B cells	1.4216705923348027e-7	0.641154239863172	0.605	0.48	0.0027681348103350944
SCRN1	GC B cells	1.5529629261738174e-7	-1.1667129816111723	0.095	0.197	0.0030237741135530397
ENSMMUG00000054390	GC B cells	1.6328169430383937e-7	-0.8482069535928591	0.113	0.223	0.0031792578697900564
MYO10	GC B cells	1.7587529173824305e-7	-0.6365995198762406	0.247	0.392	0.0034244678054353305
RPL27	GC B cells	1.8419034207054443e-7	-0.30891433592180473	0.818	0.898	0.0035863701504555705
COX2	GC B cells	2.0218739403478927e-7	0.27900795826446245	0.997	0.992	0.003936790749251382
GEN1	GC B cells	2.0345672192000098e-7	-0.5406557989223817	0.409	0.56	0.0039615058325043395
SLC9C1	GC B cells	2.0887755942625833e-7	0.8081390519708453	0.405	0.269	0.004067054959588676
RPSA	GC B cells	2.0896375339289668e-7	-0.2601885084126918	0.9	0.962	0.004068733242313091
RPS5	GC B cells	2.763166028288523e-7	-0.27962308835756566	0.875	0.956	0.005380160573680583
ZNF682	GC B cells	2.8131297198024195e-7	-0.7843245391442513	0.157	0.277	0.005477444877427291
RPS2	GC B cells	3.3696006337105336e-7	-0.3113774694439262	0.781	0.878	0.00656094939389778
KCNMA1	GC B cells	3.4346538176553775e-7	-0.6560539928794631	0.2	0.327	0.0066876144483567854
KLF6	GC B cells	3.6249590997404814e-7	-0.4750781260687247	0.627	0.751	0.007058157863104692
NAP1L1	GC B cells	3.7687354228935736e-7	-0.33566827386150977	0.651	0.797	0.007338104741916077
PIKFYVE	GC B cells	4.1311462208464465e-7	-0.47646381112200786	0.57	0.693	0.008043754806610116
RPS3	GC B cells	4.295431391633816e-7	-0.22354865662857337	0.942	0.972	0.008363634462650203
ENSMMUG00000008145	GC B cells	4.396552375602732e-7	-0.9208504195611268	0.142	0.251	0.00856052713053608
PMVK	GC B cells	4.6317017732473426e-7	-0.7096870640659717	0.199	0.327	0.009018386522689902
PMPCB	GC B cells	5.152047648619875e-7	-0.7429060052558457	0.189	0.311	0.01003155197662776
NME2	GC B cells	5.329536093489121e-7	-0.41204193746157625	0.586	0.711	0.010377139727632668
ARID1B	GC B cells	5.426308365932742e-7	0.27608088295242705	0.957	0.942	0.010565565019307641
CHMP7	GC B cells	6.558268241896956e-7	-1.2280560460864138	0.109	0.205	0.012769604093797564
RPL30	GC B cells	7.799593124295697e-7	-0.20927100948833743	0.959	0.982	0.015186587772316152
ATF4	GC B cells	7.8560939816737e-7	-0.47652166744192503	0.433	0.578	0.015296600591716862
SIAH3	GC B cells	7.864687297429857e-7	1.248924674805994	0.218	0.116	0.015313332636825674
ENSMMUG00000053391	GC B cells	8.630621736206716e-7	-2.60855713177265	0.009	0.054	0.016804683582568095
ENSMMUG00000005593	GC B cells	8.785736004114707e-7	-0.2495850334592662	0.889	0.942	0.017106706573611748
RPL7	GC B cells	9.078172134618457e-7	-0.3246631376413278	0.801	0.894	0.017676108963315597
FOXO1	GC B cells	9.158975277829185e-7	0.3791965866163274	0.896	0.89	0.017833440763461206
MAML2	GC B cells	9.212046661669982e-7	1.1835574105121707	0.235	0.131	0.017936776054937622
INSIG1	GC B cells	1.0464030739613537e-6	-0.8619615558191583	0.115	0.217	0.02037451425310152
JMJD1C	GC B cells	1.0578653493043945e-6	-0.2808594738191079	0.963	0.984	0.020597696216305864
ENSMMUG00000044861	GC B cells	1.1957252664534017e-6	0.24161407813735547	0.649	0.542	0.023281966663114186
KIFBP	GC B cells	1.2664079843412645e-6	-0.54409608040087	0.362	0.502	0.024658229863108762
RPS14	GC B cells	1.4355706623387773e-6	-0.22680213128936977	0.948	0.978	0.027951996366398335
ENSMMUG00000055885	GC B cells	1.44736916378827e-6	-0.6963025716578856	0.182	0.299	0.028181724988121406
ANKRD44	GC B cells	1.48244878545834e-6	0.26277728375415865	0.941	0.936	0.028864760301659336
MAP4K3	GC B cells	1.5338912575756237e-6	-0.8768716528964685	0.101	0.197	0.02986639667625497
ENSMMUG00000012140	GC B cells	1.5356888345540946e-6	-0.3601241205466823	0.809	0.896	0.029901397297602775
NANS	GC B cells	1.550872674490762e-6	-0.4848855285653161	0.424	0.552	0.03019704184500963
ENSMMUG00000028699	GC B cells	1.5616341702228104e-6	-0.558776227099998	0.315	0.452	0.03040657892840834
ENSMMUG00000012843	GC B cells	1.5946855871281344e-6	-0.9126601712692843	0.087	0.177	0.031050123066971903
IL7	GC B cells	1.7022080309232614e-6	-0.9770922378317146	0.153	0.261	0.033143692570106825
DNAJA1	GC B cells	1.743226862608998e-6	-0.5663099438284732	0.346	0.474	0.0339423702418598
PPP1R12B	GC B cells	1.7572354372081077e-6	-0.7812711598245328	0.304	0.424	0.03421513119787906
DUSP10	GC B cells	1.7917827205159878e-6	-0.38640957797962205	0.444	0.596	0.0348878013511668
BTF3	GC B cells	1.962583541499046e-6	-0.4135252389685915	0.553	0.653	0.038213464136527923
DBI	GC B cells	2.033802541928295e-6	-0.44523619343912346	0.452	0.582	0.03960016929388583
SH3RF3	GC B cells	2.1662669397813828e-6	-1.6068902904639242	0.062	0.139	0.0421793835844833
ENSMMUG00000061128	GC B cells	2.2508378920184432e-6	-0.4358060927508499	0.462	0.6	0.043826064595491106
EIF5	GC B cells	2.3119692999676083e-6	-0.3916342855113577	0.523	0.657	0.0450163542396693
MYO9A	GC B cells	2.80971935827483e-6	0.6419838329126768	0.584	0.492	0.05470804562496922
DRAP1	GC B cells	2.901326134575039e-6	-1.0101203234017138	0.116	0.211	0.056491721166310585
SPATS2L	GC B cells	3.1750154460580705e-6	0.7025629003074829	0.395	0.277	0.06182072575019669
IGKC	GC B cells	3.257534156070923e-6	2.075355815975515	0.63	0.56	0.06342744755285694
RPL18	GC B cells	3.4369226445097093e-6	-0.19843015058895785	0.967	0.984	0.06692032081124855
SGIP1	GC B cells	3.4911738652026866e-6	3.0226012705021272	0.059	0.008	0.06797664632936151
RPS15	GC B cells	3.841372893959411e-6	-0.20214125482850243	0.949	0.986	0.0747953716182837
NSA2	GC B cells	3.984649343130239e-6	-0.38239105376158994	0.39	0.54	0.07758510736008888
ENSMMUG00000059924	GC B cells	3.99219667030585e-6	2.1830345616642717	0.108	0.038	0.0777320613675252
NCL	GC B cells	4.05122742595052e-6	-0.4187694660097927	0.546	0.677	0.07888144921068257
TPT1	GC B cells	4.114345101606079e-6	-0.19436429153556256	0.956	0.988	0.08011041347337196
SLC24A4	GC B cells	4.154487475844116e-6	0.9857854998241802	0.276	0.169	0.08089202564216078
LSM2	GC B cells	4.163662026850088e-6	-0.9113884606804612	0.143	0.241	0.08107066332479806
RPL5	GC B cells	4.177214974381437e-6	-0.256295869779235	0.896	0.956	0.08133455276618096
GMDS	GC B cells	4.317479251730044e-6	-0.32045050001689734	0.748	0.867	0.08406563851043569
DNAJB6	GC B cells	4.687542536076872e-6	-0.4554626925948684	0.335	0.472	0.09127114071995278
RPL27A	GC B cells	5.027504366976039e-6	-0.22894454711168954	0.968	0.99	0.09789053752939046
ADORA2B	Th2/Th17	1.7698848106742852e-146	-9.89922224095718	0.008	0.613	3.4461427148639e-142
BMT2	Th2/Th17	1.387371293879008e-124	-4.457037984598136	0.184	0.687	2.7013506463118167e-120
ENSMMUG00000060590	Th2/Th17	3.0540771433523226e-116	-8.391622658389828	0.003	0.511	5.946593605821307e-112
ND4	Th2/Th17	5.121908397216165e-78	1.0728177274407509	0.997	0.575	9.972867840219594e-74
COX2	Th2/Th17	3.752811646630131e-72	0.890243324386911	1	0.993	7.307099557153528e-68
ATP6	Th2/Th17	3.3048737872942496e-64	1.0065424076713114	0.999	0.458	6.434919751240634e-60
ENSMMUG00000061125	Th2/Th17	6.289452878713662e-60	0.9972438426023058	0.903	0.593	1.224619370014337e-55
RBPMS	Th2/Th17	1.6492829700916837e-59	-5.576107765636332	0.004	0.299	3.2113188710655174e-55
ENSMMUG00000064139	Th2/Th17	2.557235720257933e-56	1.101570614455582	0.828	0.529	4.979193670914221e-52
ENSMMUG00000028695	Th2/Th17	5.263365686108831e-49	-10.054309381999131	0	0.242	1.0248299327422504e-44
ENSMMUG00000062894	Th2/Th17	2.8574925897183627e-46	-9.9113824562902	0	0.23	5.563823821440624e-42
ENSMMUG00000054038	Th2/Th17	7.502964818473813e-37	0.9641264778062761	0.801	0.633	1.4609022798050361e-32
C11H12orf57	Th2/Th17	4.3225643314218924e-30	-1.3116122139645732	0.261	0.512	8.416465009711567e-26
RPLP1	Th2/Th17	6.6493311287747e-29	-0.5092517845608229	0.913	0.959	1.2946912640837219e-24
COX1	Th2/Th17	5.413683355778789e-28	0.41057458373193256	0.996	0.976	1.054098286203688e-23
ENSMMUG00000063637	Th2/Th17	1.155168365727019e-26	1.1459375623089034	0.578	0.356	2.249228324907079e-22
IFI27L2	Th2/Th17	3.14488504125194e-22	-1.342722677120968	0.241	0.442	6.123405663821652e-18
ENSMMUG00000058325	Th2/Th17	3.577428086232729e-22	0.7915069124727248	0.722	0.553	6.965610226703746e-18
FOS	Th2/Th17	5.13529475095156e-22	-0.7121810734845435	0.61	0.771	9.998932409577784e-18
RPL23A	Th2/Th17	8.649192416425452e-19	-0.40158621650066983	0.936	0.969	1.6840842554021997e-14
DENND4A	Th2/Th17	1.4588625645777892e-18	-0.7435859183438627	0.555	0.727	2.8405512994894135e-14
TMTC2	Th2/Th17	2.6274971081350183e-18	-0.9220395511193176	0.27	0.475	5.115999619249694e-14
ND4L	Th2/Th17	1.600504392755512e-17	0.8439432993228734	0.412	0.212	3.116342103134257e-13
ZFP36	Th2/Th17	1.8840814825075604e-17	-0.8611390189619681	0.407	0.604	3.668495054590471e-13
COX3	Th2/Th17	7.189714901091708e-17	0.23832778811947275	0.999	0.999	1.3999093883915665e-12
ENSMMUG00000063316	Th2/Th17	2.71692140085533e-16	0.8232750985932655	0.404	0.215	5.290117659605412e-12
PDE4B	Th2/Th17	1.9011690158901738e-15	-0.7418160903861828	0.416	0.591	3.701766190839757e-11
CRIP1	Th2/Th17	1.9930779713184682e-15	-0.6109527306994083	0.654	0.784	3.8807221179541896e-11
SDK1	Th2/Th17	7.517070353217505e-15	-2.7193020087732065	0.031	0.137	1.4636487684749803e-10
ENSMMUG00000014786	Th2/Th17	1.0420464660150639e-14	-0.6233225364346842	0.487	0.668	2.028968673977931e-10
ND3	Th2/Th17	1.638576302941689e-14	0.472749279721127	0.704	0.521	3.190471919457763e-10
KLF6	Th2/Th17	7.352297155315437e-14	-0.6384999570700693	0.63	0.747	1.4315657791114687e-9
JAKMIP2	Th2/Th17	7.630284985339483e-14	1.215864459109119	0.305	0.157	1.4856927894954507e-9
RARRES1	Th2/Th17	7.819719700123083e-14	1.8249021338968938	0.153	0.045	1.5225776228109656e-9
ISG15	Th2/Th17	2.0342092617902753e-13	2.7494179823161042	0.133	0.035	3.960808853631845e-9
RPL30	Th2/Th17	7.791091000377028e-13	-0.2694606652997873	0.936	0.967	1.5170033286834112e-8
PPIL4	Th2/Th17	8.233955838532443e-13	-0.690156033583639	0.454	0.608	1.603233541320652e-8
RPL13A	Th2/Th17	9.099016119618371e-13	-0.2888236901007559	0.922	0.965	1.771669428650893e-8
ATP5PO	Th2/Th17	1.0305323723180783e-12	-0.886297866360028	0.245	0.4	2.0065495821405304e-8
SYTL3	Th2/Th17	1.7645348057580498e-12	-0.7855041047683857	0.384	0.533	3.435725720291499e-8
ENSMMUG00000028672	Th2/Th17	1.9828959036901307e-12	-7.504447142452371	0	0.061	3.860896614075053e-8
SH3RF1	Th2/Th17	2.190457541061853e-12	2.349440216454797	0.097	0.018	4.265039878201534e-8
ENSMMUG00000011326	Th2/Th17	2.2309834887686505e-12	1.5882646253757986	0.198	0.082	4.3439479509814394e-8
RAP1B	Th2/Th17	2.5971608613497204e-12	-0.5546136354603739	0.642	0.75	5.0569319131340406e-8
